shade_code,color_name,hex_code,L,a,b,lab_source
PANTONE 7438C,,#D59ED7,71.90,29.89,-21.02,hex
PANTONE 7438U,,#D79BD7,71.42,32.17,-21.73,hex
PANTONE 7439C,,#B288B9,62.15,24.65,-19.46,hex
PANTONE 7439U,,#C09CC6,68.80,20.76,-16.53,hex
PANTONE 7440C,,#A277A6,55.71,25.07,-18.55,hex
PANTONE 7440U,,#B796BA,66.08,18.70,-14.02,hex
PANTONE 7441C,,#9F5CC0,50.49,44.66,-41.73,hex
PANTONE 7441U,,#AE7ECA,60.06,32.51,-32.32,hex
PANTONE 7442C,,#963CBD,43.35,57.47,-51.45,hex
PANTONE 7442U,,#9E62BE,51.52,40.70,-38.95,hex
PANTONE 7443C,,#DDDAE8,87.65,3.59,-6.48,hex
PANTONE 7443U,,#DDD8EB,87.23,5.20,-8.68,hex
PANTONE 7444C,,#B6B8DC,75.69,6.63,-18.24,hex
PANTONE 7444U,,#BCBDE2,77.62,7.11,-18.53,hex
PANTONE 7445C,,#A7A2C3,68.02,8.46,-16.25,hex
PANTONE 7445U,,#ACA8C7,70.11,7.64,-15.27,hex
PANTONE 7446C,,#8986CA,58.63,16.84,-34.79,hex
PANTONE 7446U,,#9493CF,63.07,13.80,-30.64,hex
PANTONE 7447C,,#5D4777,34.33,19.88,-23.99,hex
PANTONE 7447U,,#7F7392,50.51,11.06,-15.14,hex
PANTONE 7448C,,#4B384C,26.29,12.50,-8.98,hex
PANTONE 7448U,,#726874,45.27,6.34,-5.27,hex
PANTONE 7449C,,#41273B,19.60,15.92,-7.77,hex
PANTONE 7449U,,#63515C,36.58,9.58,-3.60,hex
PANTONE 7450C,,#BDC5DB,79.54,1.64,-11.88,hex
PANTONE 7450U,,#C3CBE0,81.67,1.42,-11.32,hex
PANTONE 7451C,,#89ABE3,69.46,2.35,-31.86,hex
PANTONE 7451U,,#94B3EA,72.54,2.71,-30.87,hex
PANTONE 7452C,,#8094DD,62.50,11.43,-39.43,hex
PANTONE 7452U,,#91A0E4,67.10,10.96,-36.04,hex
PANTONE 7453C,,#7BA6DE,67.09,0.17,-32.85,hex
PANTONE 7453U,,#88ADE3,69.94,0.98,-31.13,hex
PANTONE 7454C,,#5F8FB4,57.44,-5.96,-24.40,hex
PANTONE 7454U,,#7599BB,61.78,-3.80,-21.58,hex
PANTONE 7455C,,#3A5DAE,40.87,14.43,-47.09,hex
PANTONE 7455U,,#6B7DB9,53.27,9.12,-33.66,hex
PANTONE 7456C,,#606EB2,48.07,13.24,-37.83,hex
PANTONE 7456U,,#8089C0,58.31,9.85,-29.70,hex
PANTONE 7457C,,#BBDDE6,86.00,-9.25,-8.13,hex
PANTONE 7457U,,#BFE3ED,88.03,-9.62,-8.78,hex
PANTONE 7458C,,#71B2C9,69.16,-14.69,-18.17,hex
PANTONE 7458U,,#67A5BF,64.61,-12.98,-19.58,hex
PANTONE 7459C,,#4298B5,58.93,-16.84,-22.78,hex
PANTONE 7459U,,#518EAA,56.08,-11.74,-20.82,hex
PANTONE 7460C,,#0086BF,52.74,-9.56,-38.17,hex
PANTONE 7460U,,#008EC0,55.23,-13.72,-34.84,hex
PANTONE 7461C,,#007DBA,49.75,-6.22,-40.01,hex
PANTONE 7461U,,#4492C6,57.91,-7.65,-33.96,hex
PANTONE 7462C,,#00558C,34.78,0.06,-36.53,hex
PANTONE 7462U,,#547AA3,50.03,-1.68,-26.09,hex
PANTONE 7463C,,#002B49,16.55,-0.74,-22.53,hex
PANTONE 7463U,,#51657D,42.06,-1.18,-15.82,hex
PANTONE 7464C,,#A0D1CA,80.37,-17.33,-1.73,hex
PANTONE 7464U,,#AADBD7,84.02,-16.59,-3.22,hex
PANTONE 7465C,,#40C1AC,71.01,-39.89,0.32,hex
PANTONE 7465U,,#55C7B5,73.62,-36.62,-0.70,hex
PANTONE 7466C,,#00B0B9,65.40,-33.60,-15.27,hex
PANTONE 7466U,,#00B4BC,66.73,-34.54,-14.92,hex
PANTONE 7467C,,#00A3AD,60.97,-31.23,-15.25,hex
PANTONE 7467U,,#00A8B0,62.62,-32.66,-14.43,hex
PANTONE 7468C,,#007398,44.98,-13.44,-27.67,hex
PANTONE 7468U,,#3F7793,47.44,-9.94,-20.80,hex
PANTONE 7469C,,#005F86,37.67,-8.68,-28.31,hex
PANTONE 7469U,,#3C6E89,44.11,-8.61,-19.98,hex
PANTONE 7470C,,#005A70,34.97,-14.38,-19.01,hex
PANTONE 7470U,,#437083,44.83,-9.94,-15.28,hex
PANTONE 7471C,,#7EDDD3,82.30,-30.52,-3.89,hex
PANTONE 7471U,,#7FE2D8,83.89,-31.46,-4.19,hex
PANTONE 7472C,,#5CB8B2,69.30,-28.83,-5.38,hex
PANTONE 7472U,,#6BBDB9,71.57,-25.98,-5.80,hex
PANTONE 7473C,,#279989,57.09,-34.78,-0.57,hex
PANTONE 7473U,,#5EA59A,63.03,-25.04,-1.28,hex
PANTONE 7474C,,#007681,45.00,-23.48,-13.98,hex
PANTONE 7474U,,#458A94,53.58,-18.82,-12.02,hex
PANTONE 7475C,,#487A7B,47.91,-16.52,-5.85,hex
PANTONE 7475U,,#6B8B8D,55.60,-10.71,-4.75,hex
PANTONE 7476C,,#0D5257,31.36,-18.03,-8.78,hex
PANTONE 7476U,,#5A777B,48.00,-9.40,-5.60,hex
PANTONE 7477C,,#244C5A,30.11,-9.47,-12.53,hex
PANTONE 7477U,,#5D7079,46.04,-4.87,-7.32,hex
PANTONE 7478C,,#9BE3BF,84.83,-29.93,10.51,hex
PANTONE 7478U,,#A0EAC5,87.17,-30.58,10.74,hex
PANTONE 7479C,,#26D07C,74.17,-60.04,30.27,hex
PANTONE 7479U,,#29CB7E,72.68,-57.55,27.27,hex
PANTONE 7480C,,#00BF6F,68.32,-58.80,29.25,hex
PANTONE 7480U,,#00C281,69.59,-56.20,21.46,hex
PANTONE 7481C,,#00B74F,65.30,-61.49,41.51,hex
PANTONE 7481U,,#00BA6E,66.70,-57.26,27.65,hex
PANTONE 7482C,,#009F4D,57.40,-53.97,32.88,hex
PANTONE 7482U,,#27A770,60.99,-46.98,18.97,hex
PANTONE 7483C,,#275D38,35.09,-27.25,15.99,hex
PANTONE 7483U,,#587762,47.17,-15.83,7.98,hex
PANTONE 7484C,,#00573F,32.20,-29.54,7.60,hex
PANTONE 7484U,,#456E60,43.15,-17.83,3.28,hex
PANTONE 7485C,,#D0DEBB,86.62,-10.81,15.61,hex
PANTONE 7485U,,#D5E4C0,88.66,-11.27,15.91,hex
PANTONE 7486C,,#BCE194,85.34,-25.25,33.81,hex
PANTONE 7486U,,#B7E394,85.58,-27.99,34.06,hex
PANTONE 7487C,,#8EDD65,80.96,-45.25,50.70,hex
PANTONE 7487U,,#8BE076,81.90,-45.49,43.76,hex
PANTONE 7488C,,#78D64B,77.63,-51.95,58.00,hex
PANTONE 7488U,,#63D05A,75.14,-54.14,48.45,hex
PANTONE 7489C,,#74AA50,64.19,-33.97,40.41,hex
PANTONE 7489U,,#7AAB6D,65.25,-28.39,26.85,hex
PANTONE 7490C,,#719949,58.76,-27.85,37.34,hex
PANTONE 7490U,,#7B9E6B,61.42,-21.90,22.84,hex
PANTONE 7491C,,#79863C,53.43,-16.31,37.70,hex
PANTONE 7491U,,#818C61,56.37,-11.67,21.70,hex
PANTONE 7492C,,#BFCC80,79.51,-16.37,36.41,hex
PANTONE 7492U,,#BCCA87,78.86,-15.65,31.92,hex
PANTONE 7493C,,#BBC592,77.62,-11.98,24.50,hex
PANTONE 7493U,,#B7C194,76.28,-11.14,21.56,hex
PANTONE 7494C,,#9CAF88,69.12,-13.75,17.85,hex
PANTONE 7494U,,#9EB091,69.73,-12.04,13.81,hex
PANTONE 7495C,,#8F993E,60.76,-16.63,45.52,hex
PANTONE 7495U,,#838E59,56.97,-13.05,26.94,hex
PANTONE 7496C,,#76881D,53.54,-20.85,51.00,hex
PANTONE 7496U,,#758448,52.68,-15.66,30.48,hex
PANTONE 7497C,,#7A7256,48.06,-1.66,16.67,hex
PANTONE 7497U,,#8C8778,56.35,-0.85,8.74,hex
PANTONE 7498C,,#5B6236,39.96,-10.40,24.09,hex
PANTONE 7498U,,#777D64,51.28,-6.95,12.91,hex
PANTONE 7499C,,#F1E6B2,91.01,-4.19,26.74,hex
PANTONE 7499U,,#FAEDBC,93.68,-3.07,25.38,hex
PANTONE 7500C,,#DFD1A7,84.01,-1.66,22.63,hex
PANTONE 7500U,,#E6D5AB,85.68,-0.55,22.93,hex
PANTONE 7501C,,#D9C89E,81.03,-0.48,23.21,hex
PANTONE 7501U,,#DECBA5,82.36,0.81,21.40,hex
PANTONE 7502C,,#CEB888,75.56,0.82,27.29,hex
PANTONE 7502U,,#C7AF87,72.60,2.72,23.72,hex
PANTONE 7503C,,#A89968,63.43,-1.80,27.78,hex
PANTONE 7503U,,#9D9272,60.73,-1.15,18.47,hex
PANTONE 7504C,,#94795D,52.69,6.33,19.31,hex
PANTONE 7504U,,#948272,55.56,4.18,11.18,hex
PANTONE 7505C,,#816040,43.37,9.19,23.43,hex
PANTONE 7505U,,#887566,50.59,4.88,11.01,hex
PANTONE 7506C,,#EFDBB2,88.08,0.68,22.70,hex
PANTONE 7506U,,#F9E1B7,90.51,1.99,23.58,hex
PANTONE 7507C,,#FCD299,86.55,7.23,33.77,hex
PANTONE 7507U,,#FFDDAA,89.80,4.66,29.41,hex
PANTONE 7508C,,#E1B87F,77.18,7.39,34.48,hex
PANTONE 7508U,,#E0B384,75.92,10.17,30.19,hex
PANTONE 7509C,,#D6A461,70.67,10.74,41.56,hex
PANTONE 7509U,,#D2A273,70.02,11.84,31.23,hex
PANTONE 7510C,,#C6893F,61.88,16.22,47.81,hex
PANTONE 7510U,,#BE8B60,61.88,14.25,30.55,hex
PANTONE 7511C,,#B77729,55.51,18.54,50.62,hex
PANTONE 7511U,,#A77750,54.02,14.16,28.80,hex
PANTONE 7512C,,#A6631B,48.40,21.71,48.89,hex
PANTONE 7512U,,#966B47,48.83,12.78,26.87,hex
PANTONE 7513C,,#E1B7A7,77.68,12.77,13.85,hex
PANTONE 7513U,,#E7BBB4,79.52,14.73,9.52,hex
PANTONE 7514C,,#D5A286,70.67,15.15,21.88,hex
PANTONE 7514U,,#DAAB9C,73.83,15.04,14.31,hex
PANTONE 7515C,,#C58B68,62.79,17.94,27.50,hex
PANTONE 7515U,,#C2907F,64.12,16.59,16.43,hex
PANTONE 7516C,,#99552B,43.43,24.58,36.01,hex
PANTONE 7516U,,#A07462,52.78,14.87,16.77,hex
PANTONE 7517C,,#85431E,36.17,25.38,34.21,hex
PANTONE 7517U,,#936957,48.25,14.39,16.78,hex
PANTONE 7518C,,#6D4F47,36.55,11.40,9.67,hex
PANTONE 7518U,,#817172,49.12,6.41,1.74,hex
PANTONE 7519C,,#5E4B3C,33.43,5.58,11.98,hex
PANTONE 7519U,,#756B66,45.98,2.98,4.22,hex
PANTONE 7520C,,#EABEB0,80.44,13.68,13.02,hex
PANTONE 7520U,,#F3C4BF,83.07,15.97,8.85,hex
PANTONE 7521C,,#C09C83,66.99,9.72,18.14,hex
PANTONE 7521U,,#C4A195,69.04,11.05,11.10,hex
PANTONE 7522C,,#B46A55,52.59,27.35,24.45,hex
PANTONE 7522U,,#AF7871,55.83,20.61,12.55,hex
PANTONE 7523C,,#AB5C57,48.26,31.59,17.31,hex
PANTONE 7523U,,#A97576,54.52,20.59,7.70,hex
PANTONE 7524C,,#A45248,44.80,32.83,21.47,hex
PANTONE 7524U,,#A36D6A,51.57,21.11,10.47,hex
PANTONE 7525C,,#9A6A4F,49.18,15.90,22.84,hex
PANTONE 7525U,,#997970,53.62,11.04,9.68,hex
PANTONE 7526C,,#8A391B,34.82,32.76,34.68,hex
PANTONE 7526U,,#925F52,45.51,19.18,15.99,hex
PANTONE 7527C,,#D6D2C4,84.16,-1.05,7.42,hex
PANTONE 7527U,,#DCD7D2,86.24,0.83,3.07,hex
PANTONE 7528C,,#C5B9AC,75.79,2.03,8.12,hex
PANTONE 7528U,,#D2C7C4,81.04,3.30,2.87,hex
PANTONE 7529C,,#B7A99A,70.02,2.51,9.56,hex
PANTONE 7529U,,#BBAFA9,72.29,3.24,4.61,hex
PANTONE 7530C,,#A39382,61.88,3.08,11.17,hex
PANTONE 7530U,,#A99C95,65.26,3.52,5.38,hex
PANTONE 7531C,,#7A6855,45.21,4.03,13.36,hex
PANTONE 7531U,,#8B7F79,54.08,3.47,4.91,hex
PANTONE 7532C,,#63513D,35.74,4.28,14.58,hex
PANTONE 7532U,,#786E66,47.11,2.42,5.87,hex
PANTONE 7533C,,#473729,24.42,4.81,11.49,hex
PANTONE 7533U,,#6E645C,43.07,2.48,5.97,hex
PANTONE 7534C,,#D1CCBD,82.06,-0.86,8.09,hex
PANTONE 7534U,,#D0CBC3,81.87,0.32,4.60,hex
PANTONE 7535C,,#B7B09C,71.91,-0.95,11.14,hex
PANTONE 7535U,,#C0BAB0,75.74,0.34,5.81,hex
PANTONE 7536C,,#A69F88,65.50,-1.41,12.93,hex
PANTONE 7536U,,#AFA89D,69.15,0.56,6.57,hex
PANTONE 7537C,,#A7ACA2,69.70,-3.64,4.53,hex
PANTONE 7537U,,#B4B8B6,74.42,-1.77,0.53,hex
PANTONE 7538C,,#949A90,62.86,-4.08,4.50,hex
PANTONE 7538U,,#A5AAA8,69.17,-2.15,0.41,hex
PANTONE 7539C,,#8E9089,59.44,-2.08,3.46,hex
PANTONE 7539U,,#9C9EA0,65.01,-0.33,-1.29,hex
PANTONE 7540C,,#4B4F54,33.41,-0.46,-3.49,hex
PANTONE 7540U,,#70747C,48.75,0.20,-4.92,hex
PANTONE 7541C,,#D9E1E2,88.97,-2.49,-1.42,hex
PANTONE 7541U,,#DDE4E6,90.12,-1.97,-1.79,hex
PANTONE 7542C,,#A4BCC2,74.67,-6.89,-5.78,hex
PANTONE 7542U,,#B0C5CC,78.18,-5.67,-5.91,hex
PANTONE 7543C,,#98A4AE,66.73,-2.16,-6.61,hex
PANTONE 7543U,,#AEB8C0,74.24,-1.88,-5.24,hex
PANTONE 7544C,,#768692,55.05,-3.09,-8.37,hex
PANTONE 7544U,,#9AA5AF,67.18,-1.82,-6.49,hex
PANTONE 7545C,,#425563,35.11,-3.54,-10.47,hex
PANTONE 7545U,,#78838E,54.22,-1.62,-7.28,hex
PANTONE 7546C,,#253746,22.19,-2.58,-11.56,hex
PANTONE 7546U,,#67707A,46.81,-1.15,-6.68,hex
PANTONE 7547C,,#131E29,10.76,-1.11,-8.95,hex
PANTONE 7547U,,#51545D,35.75,0.87,-5.63,hex
PANTONE 7548C,,#FFC600,82.73,6.76,84.20,hex
PANTONE 7548U,,#FFC915,83.49,5.41,82.50,hex
PANTONE 7549C,,#FFB500,78.64,15.59,81.41,hex
PANTONE 7549U,,#FFB838,79.52,15.04,70.41,hex
PANTONE 7550C,,#D19000,64.57,15.39,69.47,hex
PANTONE 7550U,,#CE973D,66.21,11.93,53.61,hex
PANTONE 7551C,,#B47E00,56.71,12.35,62.57,hex
PANTONE 7551U,,#AE8643,58.47,7.68,41.29,hex
PANTONE 7552C,,#73531D,37.70,7.58,35.51,hex
PANTONE 7552U,,#826F4B,47.78,2.08,22.81,hex
PANTONE 7553C,,#5A4522,30.75,4.35,24.32,hex
PANTONE 7553U,,#70654B,43.15,0.02,16.34,hex
PANTONE 7554C,,#4B3D2A,26.74,2.99,14.01,hex
PANTONE 7554U,,#6C6558,43.06,0.36,8.36,hex
PANTONE 7555C,,#D29F13,68.42,7.96,69.46,hex
PANTONE 7555U,,#D7A95A,71.94,7.93,46.61,hex
PANTONE 7556C,,#B78B20,60.46,7.12,58.51,hex
PANTONE 7556U,,#BC995D,65.17,5.43,36.27,hex
PANTONE 7557C,,#9F7D23,54.20,4.12,50.81,hex
PANTONE 7557U,,#A58D5F,59.78,2.50,27.87,hex
PANTONE 7558C,,#967126,50.02,6.93,45.20,hex
PANTONE 7558U,,#9B835E,56.10,3.74,23.42,hex
PANTONE 7559C,,#8F6A2A,47.39,7.95,40.40,hex
PANTONE 7559U,,#977F5E,54.62,4.31,21.39,hex
PANTONE 7560C,,#7D622E,43.20,4.52,33.19,hex
PANTONE 7560U,,#8E7E62,53.55,1.62,17.51,hex
PANTONE 7561C,,#6C5D34,40.02,0.09,25.66,hex
PANTONE 7561U,,#807964,50.90,-1.03,12.50,hex
PANTONE 7562C,,#BD9B60,65.83,5.04,35.54,hex
PANTONE 7562U,,#BDA078,67.51,4.93,24.84,hex
PANTONE 7563C,,#D69A2D,67.72,13.07,61.84,hex
PANTONE 7563U,,#DAA563,71.36,12.04,41.48,hex
PANTONE 7564C,,#DB8A06,64.37,23.03,69.05,hex
PANTONE 7564U,,#DE9858,68.53,19.83,43.78,hex
PANTONE 7565C,,#CD7925,58.78,26.77,56.29,hex
PANTONE 7565U,,#C98659,61.82,20.96,34.53,hex
PANTONE 7566C,,#AD6433,49.79,25.24,39.61,hex
PANTONE 7566U,,#AE7B5E,56.06,16.28,23.74,hex
PANTONE 7567C,,#89532F,40.75,18.95,30.19,hex
PANTONE 7567U,,#90705C,49.85,9.69,15.96,hex
PANTONE 7568C,,#775135,37.96,12.50,22.77,hex
PANTONE 7568U,,#826D5E,47.61,5.82,11.47,hex
PANTONE 7569C,,#D78825,63.50,22.95,60.94,hex
PANTONE 7569U,,#D28E56,64.74,20.10,39.94,hex
PANTONE 7570C,,#D3832B,61.88,24.13,57.08,hex
PANTONE 7570U,,#D18D5B,64.45,20.62,36.94,hex
PANTONE 7571C,,#C67D30,58.87,22.04,51.55,hex
PANTONE 7571U,,#C3895D,61.90,17.16,32.32,hex
PANTONE 7572C,,#B67233,54.26,21.34,44.80,hex
PANTONE 7572U,,#B17F5B,57.35,14.98,27.18,hex
PANTONE 7573C,,#A7662B,49.37,21.11,42.91,hex
PANTONE 7573U,,#A87B59,55.29,13.22,25.43,hex
PANTONE 7574C,,#9E6A38,49.33,15.64,35.96,hex
PANTONE 7574U,,#99775B,52.64,9.35,20.49,hex
PANTONE 7575C,,#835D32,42.59,10.58,30.49,hex
PANTONE 7575U,,#86715A,49.03,4.60,15.84,hex
PANTONE 7576C,,#DB864E,63.89,27.57,43.33,hex
PANTONE 7576U,,#DA8E6B,65.99,25.11,30.49,hex
PANTONE 7577C,,#E07E3C,62.59,32.85,50.97,hex
PANTONE 7577U,,#E18B63,66.04,28.83,35.06,hex
PANTONE 7578C,,#DC6B2F,57.98,40.49,52.14,hex
PANTONE 7578U,,#DB7D59,62.04,33.09,35.30,hex
PANTONE 7579C,,#DC582A,54.41,49.42,51.01,hex
PANTONE 7579U,,#DF7357,60.46,39.68,34.56,hex
PANTONE 7580C,,#C05131,48.66,42.68,40.25,hex
PANTONE 7580U,,#C06D59,54.94,30.89,25.53,hex
PANTONE 7581C,,#864A33,38.21,23.15,24.71,hex
PANTONE 7581U,,#916B5D,48.67,13.15,13.77,hex
PANTONE 7582C,,#674736,33.26,11.39,15.68,hex
PANTONE 7582U,,#7A685E,45.42,5.42,8.28,hex
PANTONE 7583C,,#C4622D,52.58,35.53,46.54,hex
PANTONE 7583U,,#CA7D5F,59.94,26.78,28.88,hex
PANTONE 7584C,,#BA5826,48.96,36.43,45.77,hex
PANTONE 7584U,,#C07759,57.20,25.46,28.45,hex
PANTONE 7585C,,#AF5C37,48.32,30.68,35.92,hex
PANTONE 7585U,,#B67965,56.65,21.45,20.71,hex
PANTONE 7586C,,#9E5330,43.76,28.11,33.88,hex
PANTONE 7586U,,#A2715D,52.16,16.81,18.85,hex
PANTONE 7587C,,#924C2E,40.38,26.80,30.64,hex
PANTONE 7587U,,#996E5C,50.33,14.65,16.79,hex
PANTONE 7588C,,#7B4D35,37.44,16.71,22.22,hex
PANTONE 7588U,,#896E61,48.68,8.61,11.29,hex
PANTONE 7589C,,#5C4738,31.96,6.59,12.45,hex
PANTONE 7589U,,#756A63,45.62,3.03,5.49,hex
PANTONE 7590C,,#D4B59E,75.77,7.65,15.86,hex
PANTONE 7590U,,#DBBCA9,78.40,8.14,13.71,hex
PANTONE 7591C,,#C07D59,58.60,22.17,30.25,hex
PANTONE 7591U,,#C68D78,63.68,18.99,19.82,hex
PANTONE 7592C,,#B15533,47.09,34.97,36.78,hex
PANTONE 7592U,,#B47260,54.64,24.00,20.84,hex
PANTONE 7593C,,#9D432C,40.19,35.98,32.02,hex
PANTONE 7593U,,#A26859,49.86,21.48,18.09,hex
PANTONE 7594C,,#7C3A2D,32.92,27.50,21.45,hex
PANTONE 7594U,,#8B645A,46.10,14.32,11.89,hex
PANTONE 7595C,,#6B3D2E,31.02,18.48,17.87,hex
PANTONE 7595U,,#80665C,45.45,8.80,9.60,hex
PANTONE 7596C,,#5C3D31,28.99,11.96,12.90,hex
PANTONE 7596U,,#776760,44.90,5.11,6.29,hex
PANTONE 7597C,,#D14124,48.84,55.19,47.97,hex
PANTONE 7597U,,#D66756,56.75,42.25,30.19,hex
PANTONE 7598C,,#BD472A,46.31,45.97,41.30,hex
PANTONE 7598U,,#C36D5C,55.40,32.35,24.49,hex
PANTONE 7599C,,#B33D26,42.86,46.69,39.32,hex
PANTONE 7599U,,#BD695A,53.67,31.95,23.22,hex
PANTONE 7600C,,#8D3F2B,36.73,31.63,27.92,hex
PANTONE 7600U,,#9B6A5E,49.60,18.03,14.65,hex
PANTONE 7601C,,#83412C,35.57,26.46,25.56,hex
PANTONE 7601U,,#92695C,48.24,14.60,13.80,hex
PANTONE 7602C,,#7B4931,36.36,18.73,23.27,hex
PANTONE 7602U,,#8D6E61,49.10,10.28,11.95,hex
PANTONE 7603C,,#674230,31.79,13.81,17.50,hex
PANTONE 7603U,,#7C675D,45.33,6.69,8.77,hex
PANTONE 7604C,,#E4D5D3,86.40,4.82,2.84,hex
PANTONE 7604U,,#EAD8D6,87.71,5.85,3.22,hex
PANTONE 7605C,,#E1BBB4,78.95,12.52,8.64,hex
PANTONE 7605U,,#EAC4BE,82.21,12.54,8.05,hex
PANTONE 7606C,,#D6938A,67.28,24.15,15.01,hex
PANTONE 7606U,,#DEA09A,71.56,22.22,12.27,hex
PANTONE 7607C,,#C26E60,55.55,31.78,22.38,hex
PANTONE 7607U,,#CB867F,62.74,25.62,14.68,hex
PANTONE 7608C,,#A4493D,42.76,36.69,25.43,hex
PANTONE 7608U,,#AB6E67,52.72,23.38,13.97,hex
PANTONE 7609C,,#823B34,34.24,29.97,18.95,hex
PANTONE 7609U,,#926660,47.57,16.88,10.48,hex
PANTONE 7610C,,#683431,28.44,22.84,12.45,hex
PANTONE 7610U,,#80615E,44.16,12.08,6.57,hex
PANTONE 7611C,,#DDBCB0,78.74,9.91,10.44,hex
PANTONE 7611U,,#E7C8BE,82.92,9.34,9.03,hex
PANTONE 7612C,,#CA9A8E,67.74,16.21,13.24,hex
PANTONE 7612U,,#D4AAA0,73.08,13.85,10.98,hex
PANTONE 7613C,,#BC8A7E,61.98,17.41,13.92,hex
PANTONE 7613U,,#C89F97,68.98,13.97,9.96,hex
PANTONE 7614C,,#A37F74,56.31,12.23,11.31,hex
PANTONE 7614U,,#AE928C,62.89,9.50,7.09,hex
PANTONE 7615C,,#866761,46.49,11.48,8.16,hex
PANTONE 7615U,,#978480,56.72,6.51,4.81,hex
PANTONE 7616C,,#6B4C4C,35.63,13.13,5.20,hex
PANTONE 7616U,,#867474,50.48,6.99,2.58,hex
PANTONE 7617C,,#583D3E,28.80,12.02,4.11,hex
PANTONE 7617U,,#756667,44.61,6.14,1.63,hex
PANTONE 7618C,,#C66E4E,55.80,31.88,32.98,hex
PANTONE 7618U,,#D08A77,64.10,24.49,21.13,hex
PANTONE 7619C,,#C04C36,47.81,45.28,36.60,hex
PANTONE 7619U,,#C87164,57.09,32.90,22.27,hex
PANTONE 7620C,,#B7312C,41.92,53.01,35.23,hex
PANTONE 7620U,,#C0615B,52.41,37.42,21.05,hex
PANTONE 7621C,,#AB2328,37.87,53.76,32.45,hex
PANTONE 7621U,,#BA5D5A,50.70,37.13,19.19,hex
PANTONE 7622C,,#93272C,33.64,45.04,23.87,hex
PANTONE 7622U,,#A55D5C,47.76,29.20,13.50,hex
PANTONE 7623C,,#8A2A2B,32.34,40.71,22.51,hex
PANTONE 7623U,,#9B5C57,46.06,25.19,13.95,hex
PANTONE 7624C,,#802F2D,31.38,34.88,19.65,hex
PANTONE 7624U,,#8D5A54,43.68,20.23,12.18,hex
PANTONE 7625C,,#E1523D,54.43,54.50,41.71,hex
PANTONE 7625U,,#EA776C,63.16,43.36,26.63,hex
PANTONE 7626C,,#C63527,45.22,56.17,42.31,hex
PANTONE 7626U,,#D2625F,55.35,43.94,23.09,hex
PANTONE 7627C,,#A72B2A,38.04,49.97,31.23,hex
PANTONE 7627U,,#AD5857,47.69,34.51,16.59,hex
PANTONE 7628C,,#9E2A2B,36.18,47.47,28.03,hex
PANTONE 7628U,,#A85959,47.23,32.24,14.63,hex
PANTONE 7629C,,#6D3332,29.03,25.63,12.73,hex
PANTONE 7629U,,#805B5A,42.48,15.05,6.61,hex
PANTONE 7630C,,#633231,27.18,21.88,10.61,hex
PANTONE 7630U,,#765957,40.71,11.60,5.78,hex
PANTONE 7631C,,#572D2D,23.98,19.22,8.58,hex
PANTONE 7631U,,#6E5555,38.67,10.35,3.97,hex
PANTONE 7632C,,#D6C9CA,82.02,4.69,1.13,hex
PANTONE 7632U,,#DDCFD0,84.25,5.01,1.25,hex
PANTONE 7633C,,#C4A4A7,70.23,12.20,2.84,hex
PANTONE 7633U,,#C9AAAE,72.38,11.91,2.15,hex
PANTONE 7634C,,#C16784,54.77,39.17,0.24,hex
PANTONE 7634U,,#C77D92,60.68,31.49,0.83,hex
PANTONE 7635C,,#C63663,46.38,59.26,8.09,hex
PANTONE 7635U,,#CD627D,55.28,45.07,5.31,hex
PANTONE 7636C,,#BC204B,41.59,61.21,16.12,hex
PANTONE 7636U,,#C3566D,51.11,45.76,8.66,hex
PANTONE 7637C,,#912F46,35.00,42.98,8.94,hex
PANTONE 7637U,,#955864,44.65,26.70,3.97,hex
PANTONE 7638C,,#7E2D40,31.08,36.76,6.84,hex
PANTONE 7638U,,#855660,41.98,20.96,2.30,hex
PANTONE 7639C,,#936D73,49.95,16.04,2.58,hex
PANTONE 7639U,,#A0858A,58.12,11.12,1.17,hex
PANTONE 7640C,,#934054,38.75,37.01,5.37,hex
PANTONE 7640U,,#9B6673,49.14,23.22,1.52,hex
PANTONE 7641C,,#8E2C48,34.03,43.47,6.21,hex
PANTONE 7641U,,#9A5D6D,46.72,27.07,1.59,hex
PANTONE 7642C,,#732E4A,29.65,33.50,-2.04,hex
PANTONE 7642U,,#7E5867,41.84,18.13,-2.31,hex
PANTONE 7643C,,#672E45,27.48,28.40,-2.15,hex
PANTONE 7643U,,#7A5A67,41.89,15.34,-2.28,hex
PANTONE 7644C,,#582D40,24.71,22.38,-3.17,hex
PANTONE 7644U,,#715862,40.20,12.05,-1.81,hex
PANTONE 7645C,,#502B3A,22.79,19.35,-2.08,hex
PANTONE 7645U,,#6C5760,39.33,10.28,-1.92,hex
PANTONE 7646C,,#A56E87,52.84,25.61,-4.76,hex
PANTONE 7646U,,#B08799,60.66,18.57,-3.52,hex
PANTONE 7647C,,#A83D72,42.58,49.07,-7.33,hex
PANTONE 7647U,,#B16889,53.01,33.63,-5.53,hex
PANTONE 7648C,,#991E66,35.33,54.85,-10.98,hex
PANTONE 7648U,,#9E537B,45.48,36.16,-8.66,hex
PANTONE 7649C,,#8A1B61,31.92,51.25,-13.21,hex
PANTONE 7649U,,#935379,43.90,31.97,-9.96,hex
PANTONE 7650C,,#722257,27.87,40.73,-13.29,hex
PANTONE 7650U,,#835573,42.09,23.95,-9.22,hex
