id,name,selling_price,remark,date_updated,alphacode,slf_no,ral_shade,pantone_shade,is_final_good
40036,GREEN,1508.0,,2026-03-03,"['EGRLMO', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMF', 'EGRLMM', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ', 'EGRLEZ', 'EGRLPO']",ME1399,,,False
50023,YELLOW,2092.0,,2026-03-03,"['EYLLMO', 'EYLLFO', 'EYLLFW', 'EYLLFF', 'EYLLFM', 'EYLLMF', 'EYLLMM', 'EYLLWX', 'EYLLWZ', 'EYLLEO', 'EYLLOO', 'EYLLPO']",ME1397,,,False
70014,ORANGE,2092.0,,2026-03-03,"['EORLMO', 'EORLFO', 'EORLFW', 'EORLFF', 'EORLFM', 'EORLMF', 'EORLMM', 'EORLWX', 'EORLWZ', 'EORLEO', 'EORLOO', 'EORLWO']",ME1400,,,False
61506,BLUE,1067.25,,2025-10-24,"['CBUCOO', 'CBUCSF', 'CBUCSM', 'CBUCSO', 'CBUCWF', 'CBUCWM', 'CBUCWO']",MC428,,,False
51505,YELLOW,1837.25,,2025-08-04,"['CYLCSO', 'CYLCSF', 'CYLCSM', 'CYLCWO', 'CYLCWF', 'CYLCWM', 'CYLCOO']",MC391,,,False
61504,BLUE,1087.25,,2025-08-04,"['CBUCSO', 'CBUCSF', 'CBUCSM', 'CBUCWO', 'CBUCWF', 'CBUCWM', 'CBUCOO']",MC426,,,False
91504,BROWN,4202.25,,2025-08-04,"['CBWCSO', 'CBWCSF', 'CBWCSM', 'CBWCWO', 'CBWCWF', 'CBWCWM', 'CBWCOO']",MC428,,,False
15003,GREY,1422.47,,2025-08-05,"['EGYCMO', 'EGYCFO', 'EGYCFW', 'EGYCFF', 'EGYCFM', 'EGYCMF', 'EGYCMM', 'EGYCWX', 'EGYCWZ', 'EGYCEO', 'EGYCOO']",MO464,,,False
61507,BLUE,1585.74,,2025-08-05,"['CBUCSO', 'CBUCSF', 'CBUCSM', 'CBUCWO', 'CBUCWF', 'CBUCWM', 'CBUCOO']",MC452,,,False
86504,PINK,1035.74,,2025-08-05,"['CPKCSO', 'CPKCSF', 'CPKCSM', 'CPKCWO', 'CPKCWF', 'CPKCWM', 'CPKCOO']",MC453,,,False
15004,GREY,1095.0,,2025-08-08,"['EGYCFO', 'EGYCFW', 'EGYCFF', 'EGYCFM', 'EGYCMO', 'EGYCMF', 'EGYCMM', 'EGYCWX', 'EGYCWZ', 'EGYCEO', 'EGYCOO']",ME350,,,False
60006,BLUE,1522.4,,2025-08-08,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO']",ME494,,,False
UD10006,BLUE,1645.4,,2025-08-08,"['EBUCMX', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMO', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO']",ME492,,,False
UD10007,RED,1502.4,,2025-08-08,"['ERDCMX', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMO', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO']",ME493,,,False
UD10008,OTHER,1972.0,,2025-08-08,"['OOCMO', 'OOCOO']",MO491,,,False
50002,YELLOW,2197.4,,2025-08-12,"['EYLCMO', 'EYLCFO', 'EYLCFW', 'EYLCFF', 'EYLCFM', 'EYLCMF', 'EYLCMM', 'EYLCWX', 'EYLCWZ', 'EYLCEO', 'EYLCOO']",ME261,,,False
30016,RED,1432.4,,2025-08-13,"['ERDCMO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX']",ME258,,,False
30020,RED,1967.4,,2025-08-13,"['ERDCMO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX']",ME262,,,False
90004,BROWN,1689.4,,2025-08-21,"['EBWCMO', 'EBWCFO', 'EBWCFW', 'EBWCFF', 'EBWCFM', 'EBWCMF', 'EBWCMM', 'EBWCWX', 'EBWCWZ', 'EBWCEO', 'EBWCOO']",ME379,,,False
50199,YELLOW,1507.4,,2025-08-21,"['EYLCEO', 'EYLCFF', 'EYLCFM', 'EYLCFO', 'EYLCFW', 'EYLCMF', 'EYLCMM', 'EYLCMO', 'EYLCOO', 'EYLCWX', 'EYLCWZ']",ME214,,,False
60007,BLUE,1532.4,,2025-08-20,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",ME535,RAL 5017,,False
70002,ORANGE,2917.4,,2025-08-21,"['EORCMO', 'EORCFO', 'EORCFW', 'EORCFF', 'EORCFM', 'EORCMF', 'EORCMM', 'EORCWX', 'EORCWZ', 'EORCEO', 'EORCOO']",ME536,,,False
11502,BLACK,953.5,,2025-08-22,"['CBLCSO', 'CBLCWO', 'CBLCOO']",MC573,,,False
60009,BLUE,1641.4,,2025-08-25,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",ME7392,,,False
15005,GREY,2050.4,,2025-08-25,"['EGYCMO', 'EGYCFO', 'EGYCFW', 'EGYCFF', 'EGYCFM', 'EGYCMF', 'EGYCMM', 'EGYCWX', 'EGYCWZ', 'EGYCEO', 'EGYCOO']",ME7390,,,False
20010,WHITE,801.25,,2025-08-25,"['EWHCMO', 'EWHCFO', 'EWHCFM', 'EWHCMM', 'EWHCWX', 'EWHCWZ', 'EWHCEO', 'EWHCOO']",ME7389,,,False
31503,RED,1532.25,,2026-03-01,"['CRDCOO', 'CRDCSF', 'CRDCSM', 'CRDCSO', 'CRDCWF', 'CRDCWM', 'CRDCWO']",MC386,,,False
32501,RED,4526.0,,2025-09-11,"['SRDCMF', 'SRDCMM', 'SRDCMO', 'SRDCOF', 'SRDCOM', 'SRDCOO']",MS382,,,False
20007,WHITE,956.0,,2025-09-06,"['EWHCEO', 'EWHCFM', 'EWHCFO', 'EWHCMM', 'EWHCMO', 'EWHCOO', 'EWHCWX', 'EWHCWZ']",ME407,,,False
41307,GREEN,1515.74,,2025-09-27,"['CGRCOO', 'CGRCSF', 'CGRCSM', 'CGRCSO', 'CGRCWF', 'CGRCWM', 'CGRCWO']",SLF2723,,,False
91095,BROWN,1693.74,,2025-09-29,"['CBWCOO', 'CBWCSF', 'CBWCSM', 'CBWCSO', 'CBWCWF', 'CBWCWM', 'CBWCWO']",MC295,,,False
86223,PINK,1515.74,,2025-09-29,"['CPKCOO', 'CPKCSF', 'CPKCSM', 'CPKCSO', 'CPKCWF', 'CPKCWM', 'CPKCWO']",MC326,,,False
86503,PINK,1515.74,,2025-12-15,"['CPKCOO', 'CPKCSF', 'CPKCSM', 'CPKCSO', 'CPKCWF', 'CPKCWM', 'CPKCWO']",MC184,,,False
20005,WHITE,1065.0,,2025-10-01,"['EWHCEO', 'EWHCFM', 'EWHCFO', 'EWHCMM', 'EWHCMO', 'EWHCOO', 'EWHCWX', 'EWHCWZ']",ME300,,,False
UD10005,BLACK,709.5,,2025-10-01,"['EBLCEO', 'EBLCFO', 'EBLCFW', 'EBLCMO', 'EBLCOO', 'EBLCPO', 'EBLCWX', 'EBLCWZ']",ME167,,,True
20006,WHITE,1065.0,,2025-10-03,"['EWHCEO', 'EWHCFM', 'EWHCFO', 'EWHCMM', 'EWHCMO', 'EWHCOO', 'EWHCWX', 'EWHCWZ']",ME300,,,False
61505,BLUE,1258.25,,2025-10-15,"['CBUCOO', 'CBUCSF', 'CBUCSM', 'CBUCSO', 'CBUCWF', 'CBUCWM', 'CBUCWO']",MC427,,,False
71505,ORANGE,4870.0,,2025-10-03,"['CORCOO', 'CORCSF', 'CORCSM', 'CORCSO', 'CORCWF', 'CORCWM', 'CORCWO']",MC390,RAL 1013,PANTONE 108,False
15002,GREY,6283.4,,2025-10-15,"['EGYCEO', 'EGYCFF', 'EGYCFM', 'EGYCFO', 'EGYCFW', 'EGYCMF', 'EGYCMM', 'EGYCMO', 'EGYCOO', 'EGYCWX', 'EGYCWZ']",MO464,,,False
30013,RED,3106.4,5 % INCREASE PIGMENT LOADING AND GLOSS,2025-11-25,"['ERDCEO', 'ERDCFF', 'ERDCFM', 'ERDCFO', 'ERDCFW', 'ERDCMF', 'ERDCMM', 'ERDCMO', 'ERDCOO', 'ERDCWX', 'ERDCWZ']",ME496,,,False
40001,GREEN,1536.4,,2025-08-12,"['EGRCMO', 'EGRCFO', 'EGRCFW', 'EGRCFF', 'EGRCFM', 'EGRCMF', 'EGRCMM', 'EGRCWX', 'EGRCWZ', 'EGRCEO', 'EGRCOO']",ME260,,,False
21104,WHITE,3270.5,,2025-03-25,"['CWHCSO', 'CWHCWO', 'CWHCOO']",,,,False
20008,WHITE,958.0,,2025-08-19,"['EWHCFO', 'EWHCFM', 'EWHCMO', 'EWHCMM', 'EWHCWX', 'EWHCWZ', 'EWHCEO', 'EWHCOO']",ME565,,,False
60036,BLUE,1698.0,,2026-03-03,"['EBULMO', 'EBULFO', 'EBULFW', 'EBULFF', 'EBULFM', 'EBULMF', 'EBULMM', 'EBULWX', 'EBULWZ', 'EBULEO', 'EBULOO']",ME1398,,,False
86505,PINK,3900.74,,2025-08-26,"['CPKCSO', 'CPKCSF', 'CPKCSM', 'CPKCWO', 'CPKCWF', 'CPKCWM', 'CPKCOO']",MC546,,,False
UD10009,WHITE,1844.0,,2025-08-26,"['SWHCFO', 'SWHCMF', 'SWHCMM', 'SWHCMO', 'SWHCOF', 'SWHCOM', 'SWHCOO']",MS361,,,False
UD10010,PINK,1947.0,,2025-08-28,"['EPKCMX', 'EPKCFO', 'EPKCFW', 'EPKCFF', 'EPKCFM', 'EPKCMO', 'EPKCMF', 'EPKCMM', 'EPKCWX', 'EPKCWZ', 'EPKCEO', 'EPKCOO']",ME399,,,False
30021,RED,2652.0,,2025-08-28,"['ERDCMO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX']",ME400,,,False
60011,BLUE,1626.0,,2025-08-28,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",ME398,,,False
60012,BLUE,2144.0,,2025-08-28,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",ME401,,,False
85004,PINK,1694.0,,2025-08-30,"['EPKCMO', 'EPKCFO', 'EPKCFW', 'EPKCFF', 'EPKCFM', 'EPKCMF', 'EPKCMM', 'EPKCWX', 'EPKCWZ', 'EPKCEO', 'EPKCOO', 'EPKCMX', 'EPKCFX']",ME570,,,False
20013,WHITE,1276.0,,2025-08-30,"['EWHCFO', 'EWHCFM', 'EWHCMO', 'EWHCMM', 'EWHCWX', 'EWHCWZ', 'EWHCEO', 'EWHCOO']",ME70,,,False
30023,RED,2884.0,,2025-08-30,"['ERDCMO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX', 'ERDCPO']",ME615,,,False
24501,WHITE,3728.0,,2025-09-01,"['OWHCMO', 'OWHCPO', 'OWHCFO', 'OWHCWO', 'OWHCSO', 'OWHCEO', 'OWHCOO']",MP637,,,False
86506,PINK,1387.0,,2025-09-01,"['CPKCWO', 'CPKCSO', 'CPKCSF', 'CPKCSM', 'CPKCWF', 'CPKCWM', 'CPKCOO']",MC518,,,False
17010,GREY,2313.0,,2026-03-19,['SGYLMO'],17010,,,False
24502,WHITE,3728.0,,2025-09-03,"['OWHCEO', 'OWHCFO', 'OWHCMO', 'OWHCOO', 'OWHCPO', 'OWHCSO', 'OWHCWO']",MP637A,,,False
UD10019,OTHER,2943.0,,2025-09-04,"['OOCMO', 'OOCOO']",MO488,,,False
UD10011,BLUE,1504.0,,2025-09-03,"['EBUCSO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMO', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",MC591,,,False
UD10016,BLUE,1492.0,,2025-09-03,"['EBUCSO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMO', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",MC592,,,False
UD10017,BLUE,1504.0,,2025-09-03,"['EBUCSO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMO', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX']",MC593,,,False
UD10018,RED,3229.0,,2025-09-04,"['ERDCWO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMO', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX', 'ERDCPO']",ME615A,RAL 3013,,False
24503,WHITE,3875.0,,2025-09-04,"['OWHCMO', 'OWHCPO', 'OWHCFO', 'OWHCWO', 'OWHCSO', 'OWHCEO', 'OWHCOO']",MO533,,,False
UD10020,OTHER,2723.0,,2025-09-04,"['OOCMO', 'OOCOO']",MO491,,,False
UD10021,OTHER,2943.0,,2025-09-09,"['OOCMO', 'OOCOO']",MO488,,,False
62501,BLUE,1657.0,,2025-09-09,"['SBUCMO', 'SBUCMF', 'SBUCMM', 'SBUCOF', 'SBUCOM', 'SBUCOO']",MO461,,,False
32503,RED,2579.0,,2025-09-09,"['SRDCMO', 'SRDCMF', 'SRDCMM', 'SRDCOF', 'SRDCOM', 'SRDCOO']",MO462,,,False
22016,WHITE,830.97,,2025-09-04,"['SWHCMF', 'SWHCMM', 'SWHCMO', 'SWHCOF', 'SWHCOM', 'SWHCOO']",MS313,,,True
80008,VIOLET,11642.0,,2025-09-19,"['EVLCMO', 'EVLCFO', 'EVLCFW', 'EVLCFF', 'EVLCFM', 'EVLCMF', 'EVLCMM', 'EVLCWX', 'EVLCWZ', 'EVLCEO', 'EVLCOO']",ME698,,,False
60014,BLUE,1663.0,,2025-09-20,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX', 'EBUCSO']",ME736,,,False
91506,BROWN,2437.0,,2025-09-24,"['CBWCSO', 'CBWCSF', 'CBWCSM', 'CBWCWO', 'CBWCWF', 'CBWCWM', 'CBWCOO']",MC675,,,False
83501,VIOLET,4385.0,,2025-09-24,"['VVLCSO', 'VVLCFO', 'VVLCMO', 'VVLCWZ', 'VVLCWO', 'VVLCSF', 'VVLCEO', 'VVLCOO']",MV751,RAL 4005,,False
20411,WHITE,487.0,,2026-03-06,"['EWHLEO', 'EWHLFM', 'EWHLFO', 'EWHLMM', 'EWHLMO', 'EWHLMX', 'EWHLOO', 'EWHLPO', 'EWHLWX', 'EWHLWZ']",20411,,,False
UD10023,YELLOW,2857.0,,2025-09-29,"['SYLCPW', 'SYLCMF', 'SYLCMM', 'SYLCMO', 'SYLCOF', 'SYLCOM', 'SYLCOO']",boss41,RAL 1003,PANTONE 102,True
ADV220,UV,1610.0,,2026-03-07,"['EUVLFO', 'EUVLOO']",ME970,,,False
UD10028,BROWN,1315.0,,2025-10-08,"['VBWLFF', 'VBWLFO', 'VBWLMO', 'VBWLWZ', 'VBWLWO', 'VBWLSO', 'VBWLSF', 'VBWLEO', 'VBWLOO', 'VBWLEF']",suryabatchmaster12345,RAL 1000,PANTONE 100,True
61001,BLUE,3814.0,"test
",2025-09-30,"['CBULOO', 'CBULSF', 'CBULSM', 'CBULSO', 'CBULWF', 'CBULWM', 'CBULWO']",9870,RAL 1005,PANTONE 105,False
UD10026,GREEN,2430.0,,2025-09-30,"['CGRCSX', 'CGRCSO', 'CGRCSF', 'CGRCSM', 'CGRCWO', 'CGRCWF', 'CGRCWM', 'CGRCOO']",MC90,,,False
73001, EVA ORANGE 151C,2455.0,,2026-03-07,"['VORLEO', 'VORLFO', 'VORLMO', 'VORLOO', 'VORLSF', 'VORLSO', 'VORLWO', 'VORLWZ']",MV625,,,False
63004, SYN BLUE 310C,1845.0,,2026-03-07,"['VBULEO', 'VBULFO', 'VBULMO', 'VBULOO', 'VBULSF', 'VBULSO', 'VBULWO', 'VBULWZ']",MV624,,,False
90007,BROWN,2849.0,,2025-10-01,"['EBWCMO', 'EBWCFO', 'EBWCFW', 'EBWCFF', 'EBWCFM', 'EBWCMF', 'EBWCMM', 'EBWCWX', 'EBWCWZ', 'EBWCEO', 'EBWCOO']",ME379,,,False
32002,RED,4526.0,,2026-01-08,"['SRDCMF', 'SRDCMM', 'SRDCMO', 'SRDCOF', 'SRDCOM', 'SRDCOO']",MS382,,,False
86507,PINK,692.0,,2025-10-03,"['CPKCWO', 'CPKCSO', 'CPKCSF', 'CPKCSM', 'CPKCWF', 'CPKCWM', 'CPKCOO']",MC764,,,False
UD10025,OTHER,1187.0,,2025-10-03,"['EOCFM', 'EOCOO']",ME673,,,False
43006,EVA GREEN 361C,1505.0,,2026-03-07,"['VGRLEO', 'VGRLFO', 'VGRLMO', 'VGRLOO', 'VGRLSF', 'VGRLSO', 'VGRLWO', 'VGRLWZ']",MV620,,,False
85007,PINK,889.0,,2026-03-10,"['EPKLMO', 'EPKLFO', 'EPKLFW', 'EPKLFF', 'EPKLFM', 'EPKLMF', 'EPKLMM', 'EPKLWX', 'EPKLWZ', 'EPKLEO', 'EPKLOO', 'EPKLMX']",ME1418,,,False
86001,PINK,676.0,,2025-10-07,"['CPKHSO', 'CPKHSF', 'CPKHSM', 'CPKHWO', 'CPKHWF', 'CPKHWM', 'CPKHOO']",MC764A,,,False
16514,GREY,5585.0,,2025-10-07,"['CGYCWO', 'CGYCSO', 'CGYCSF', 'CGYCSM', 'CGYCWF', 'CGYCWM', 'CGYCOO']",MC799,,,False
16515,GREY,980.0,,2025-10-07,"['CGYCWO', 'CGYCSO', 'CGYCSF', 'CGYCSM', 'CGYCWF', 'CGYCWM', 'CGYCOO']",MC800,,,False
40003,GREEN,2187.0,,2025-10-07,"['EGRCMO', 'EGRCFO', 'EGRCFW', 'EGRCFF', 'EGRCFM', 'EGRCMF', 'EGRCMM', 'EGRCWX', 'EGRCWZ', 'EGRCEO', 'EGRCOO']",ME801,,,False
MT4001,GREEN,2144.0,,2025-10-07,"['EGRLMM', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMO', 'EGRLMF', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ']",ME774,,,False
MT4002,GREEN,1446.0,,2025-10-07,"['EGRLMM', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMO', 'EGRLMF', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ']",ME775,,,False
85017,PINK,1071.0,,2026-03-10,"['EPKLMO', 'EPKLFO', 'EPKLFW', 'EPKLFF', 'EPKLFM', 'EPKLMF', 'EPKLMM', 'EPKLWX', 'EPKLWZ', 'EPKLEO', 'EPKLOO', 'EPKLMX']",ME1424,,,False
70016,ORANGE,1857.0,,2026-03-17,"['EORLMO', 'EORLFO', 'EORLFW', 'EORLFF', 'EORLFM', 'EORLMF', 'EORLMM', 'EORLWX', 'EORLWZ', 'EORLEO', 'EORLOO', 'EORLWO']",ME1428,,,False
30048,RED,1982.0,,2026-03-17,"['ERDLMO', 'ERDLFO', 'ERDLFW', 'ERDLFF', 'ERDLFM', 'ERDLMF', 'ERDLMM', 'ERDLWX', 'ERDLWZ', 'ERDLEO', 'ERDLOO', 'ERDLEZ', 'ERDLPZ']",ME1429,,,False
90005,BROWN,3379.0,,2026-01-30,"['EBWLEO', 'EBWLFF', 'EBWLFM', 'EBWLFO', 'EBWLFW', 'EBWLMF', 'EBWLMM', 'EBWLMO', 'EBWLOO', 'EBWLWX', 'EBWLWZ']",ME725,,,False
MT4003,GREEN,1917.0,,2025-10-11,"['EGRLMM', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMO', 'EGRLMF', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ']",ME775,,,False
40004,GREEN,2130.0,,2025-10-11,"['EGRLMO', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMF', 'EGRLMM', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ']",ME774,,,False
60021,BLUE,2036.0,,2025-10-13,"['EBULMO', 'EBULFO', 'EBULFW', 'EBULFF', 'EBULFM', 'EBULMF', 'EBULMM', 'EBULWX', 'EBULWZ', 'EBULEO', 'EBULOO']",MO509,,,False
40005,GREEN,4706.0,,2025-10-13,"['EGRLMO', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMF', 'EGRLMM', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO', 'EGRLFZ']",MO499,,,False
MT5002,YELLOW,2678.0,,2026-03-17,"['EYLLMM', 'EYLLFO', 'EYLLFW', 'EYLLFF', 'EYLLFM', 'EYLLMO', 'EYLLMF', 'EYLLWX', 'EYLLWZ', 'EYLLEO', 'EYLLOO', 'EYLLPO']",ME1438,,,False
61510,BLUE,1127.0,,2025-10-30,"['CBUCOO', 'CBUCSF', 'CBUCSM', 'CBUCSO', 'CBUCWF', 'CBUCWM', 'CBUCWO']",MC718,,,False
51506,YELLOW,4242.0,,2025-10-30,"['CYLCOO', 'CYLCSF', 'CYLCSM', 'CYLCSO', 'CYLCWF', 'CYLCWM', 'CYLCWO']",MC717,,,False
91720,BROWN,1658.0,,2026-03-20,"['CBWLOO', 'CBWLSF', 'CBWLSM', 'CBWLSO', 'CBWLSX', 'CBWLWF', 'CBWLWM', 'CBWLWO']",MC1448,,,False
20020,WHITE,981.0,,2025-10-31,"['EWHLEO', 'EWHLFM', 'EWHLFO', 'EWHLMM', 'EWHLMO', 'EWHLOO', 'EWHLWX', 'EWHLWZ']",ME779,,,False
41511,GREEN,8260.0,,2025-09-11,"['CGRCSO', 'CGRCSF', 'CGRCSM', 'CGRCWO', 'CGRCWF', 'CGRCWM', 'CGRCOO']",MC402,,,False
60016,BLUE,2070.0,,2025-09-20,"['EBUCMO', 'EBUCFO', 'EBUCFW', 'EBUCFF', 'EBUCFM', 'EBUCMF', 'EBUCMM', 'EBUCWX', 'EBUCWZ', 'EBUCEO', 'EBUCOO', 'EBUCMX', 'EBUCSO']",ME401,,,False
30026,RED,2302.0,,2025-09-20,"['ERDCMO', 'ERDCFO', 'ERDCFW', 'ERDCFF', 'ERDCFM', 'ERDCMF', 'ERDCMM', 'ERDCWX', 'ERDCWZ', 'ERDCEO', 'ERDCOO', 'ERDCMX', 'ERDCPO', 'ERDCWO']",ME517,,,False
80025,VIOLET,4366.0,,2026-03-10,"['EVLLEO', 'EVLLFF', 'EVLLFM', 'EVLLFO', 'EVLLFW', 'EVLLMF', 'EVLLMM', 'EVLLMO', 'EVLLMX', 'EVLLOO', 'EVLLWX', 'EVLLWZ']",ME1423,,,False
UD10024,GREEN,980.0,,2025-09-29,"['EGRLFZ', 'EGRLFO', 'EGRLFW', 'EGRLFF', 'EGRLFM', 'EGRLMO', 'EGRLMF', 'EGRLMM', 'EGRLWX', 'EGRLWZ', 'EGRLEO', 'EGRLOO']",boss,RAL 1002,PANTONE 102,False
85018,PINK,2223.0,,2026-03-10,"['EPKLMO', 'EPKLFO', 'EPKLFW', 'EPKLFF', 'EPKLFM', 'EPKLMF', 'EPKLMM', 'EPKLWX', 'EPKLWZ', 'EPKLEO', 'EPKLOO', 'EPKLMX']",ME1425,,,False
86002,PINK,4226.0,,2025-10-08,"['CPKHSO', 'CPKHSF', 'CPKHSM', 'CPKHWO', 'CPKHWF', 'CPKHWM', 'CPKHOO']",MC764B,,,False
20015,WHITE,3878.0,,2025-10-08,"['EWHLMO', 'EWHLFO', 'EWHLFM', 'EWHLMM', 'EWHLWX', 'EWHLWZ', 'EWHLEO', 'EWHLOO']",ME772,,,False
20017,WHITE,3026.0,,2025-10-08,"['EWHLMO', 'EWHLFO', 'EWHLFM', 'EWHLMM', 'EWHLWX', 'EWHLWZ', 'EWHLEO', 'EWHLOO']",ME795,,,False
41001,GREEN,1306.0,,2025-10-08,"['CGRHSO', 'CGRHSF', 'CGRHSM', 'CGRHWO', 'CGRHWF', 'CGRHWM', 'CGRHOO']",MC784,,,False
91001,BROWN,1721.0,,2025-10-08,"['CBWLSO', 'CBWLSF', 'CBWLSM', 'CBWLWO', 'CBWLWF', 'CBWLWM', 'CBWLOO']",MC783,,,False
UD10029,ORANGE,5011.0,,2025-10-09,"['EORLWO', 'EORLFO', 'EORLFW', 'EORLFF', 'EORLFM', 'EORLMO', 'EORLMF', 'EORLMM', 'EORLWX', 'EORLWZ', 'EORLEO', 'EORLOO']",ME810,,,False
UD10030,OTHER,2943.0,,2025-10-09,"['OOLMM', 'OOLOO']",MO491,,,False
60063,BLUE,1186.0,,2026-03-10,"['EBULMO', 'EBULFO', 'EBULFW', 'EBULFF', 'EBULFM', 'EBULMF', 'EBULMM', 'EBULWX', 'EBULWZ', 'EBULEO', 'EBULOO']",ME1417,,,False
85008,PINK,1772.0,,2025-10-09,"['EPKLMO', 'EPKLFO', 'EPKLFW', 'EPKLFF', 'EPKLFM', 'EPKLMF', 'EPKLMM', 'EPKLWX', 'EPKLWZ', 'EPKLEO', 'EPKLOO']",ME156,,,False
80009,VIOLET,7732.0,,2025-10-09,"['EVLLMO', 'EVLLFO', 'EVLLFW', 'EVLLFF', 'EVLLFM', 'EVLLMF', 'EVLLMM', 'EVLLWX', 'EVLLWZ', 'EVLLEO', 'EVLLOO']",MO508,,,False
80010,VIOLET,7732.0,,2025-10-09,"['EVLLMO', 'EVLLFO', 'EVLLFW', 'EVLLFF', 'EVLLFM', 'EVLLMF', 'EVLLMM', 'EVLLWX', 'EVLLWZ', 'EVLLEO', 'EVLLOO']",ME505,,,False
60017,BLUE,1402.0,,2025-10-09,"['EBULMO', 'EBULFO', 'EBULFW', 'EBULFF', 'EBULFM', 'EBULMF', 'EBULMM', 'EBULWX', 'EBULWZ', 'EBULEO', 'EBULOO']",ME506,,,False
60019,BLUE,1402.0,,2025-10-09,"['EBULMO', 'EBULFO', 'EBULFW', 'EBULFF', 'EBULFM', 'EBULMF', 'EBULMM', 'EBULWX', 'EBULWZ', 'EBULEO', 'EBULOO']",MT504,,,False
